Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed?,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,Me2.14-1 Sum,Me2.14-2 Sum,Me3.8-1 Sum,Me3.8-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
sp|Q8R1B0|STAC2_MOUSE,Stac2,STAC2_MOUSE SH3 and cysteine-rich domain-containing protein 2,4419,4,C,271.686,158.615,143.814,179.621,118.267,76.5616,114.599,118.088,87.1846,77.3304,100.564
sp|Q8R1B4|EIF3C_MOUSE,Eif3c,EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C,1866,42,C,6740.05,6719.64,6638.54,6720.09,7009.89,7062.37,7330.43,7146.02,6247.22,5993.28,6864.2
sp|Q8R1E7|TM234_MOUSE,Tmem234,TM234_MOUSE Transmembrane protein 234,6308,1,C,70.1235,33.4581,76.3692,43.9056,86.1715,67.8333,74.6906,103.582,69.3129,74.7594,76.3077
sp|Q8R1F0|L10K_MOUSE,D8Ertd738e,L10K_MOUSE Leydig cell tumor 10 kDa protein homolog,5423,3,C,490.139,327.582,571.355,422.837,610.129,577.109,1079.74,1430.52,578.649,628.406,684.094
sp|Q8R1F1|NIBL1_MOUSE,Fam129b,NIBL1_MOUSE Niban-like protein 1,1030,31,C,3856.76,4724.54,4343.93,4933.21,4274.04,4721.12,4668.77,4409.42,4522.35,4518.3,4687.65
sp|Q8R1F5|HYI_MOUSE,Hyi,HYI_MOUSE Putative hydroxypyruvate isomerase,159,6,C,589.293,654.382,439.942,486.822,559.264,574.631,1055.93,900.34,311.296,320.483,239.933
sp|Q8R1F6|HID1_MOUSE,Hid1,HID1_MOUSE Protein HID1,2583,11,C,1513.18,1667.38,1171.66,1299.25,1619.69,1641.46,1147.41,1127.95,1226.62,1224.52,1368.13
sp|Q8R1F9|RPP40_MOUSE,Rpp40,RPP40_MOUSE Ribonuclease P protein subunit p40,4219,3,C,994.038,950.316,824.164,932.7,839.364,957.742,1021,1109.13,823.206,962.261,1413.59
sp|Q8R1G2|CMBL_MOUSE,Cmbl,CMBL_MOUSE Carboxymethylenebutenolidase homolog,5845,3,C,471.078,456.867,440.63,467.896,271.887,265.328,194.24,183.244,579.632,598.979,540.259
sp|Q8R1G6|PDLI2_MOUSE,Pdlim2,PDLI2_MOUSE PDZ and LIM domain protein 2,1609,15,C,1739.29,1928.95,2077.97,2232.04,2733.38,2756.18,3431.03,3049.39,2122.32,2126.25,2578.28
sp|Q8R1I1|QCR9_MOUSE,Uqcr10,QCR9_MOUSE Cytochrome b-c1 complex subunit 9,1081,2,C,288.199,287.245,304.947,371.241,337.981,331.546,296.881,294.994,259.937,258.246,362.218
sp|Q8R1J3|ZCHC9_MOUSE,Zcchc9,ZCHC9_MOUSE Zinc finger CCHC domain-containing protein 9,740,3,C,568.733,515.897,595.202,573.741,582.789,593.981,480.577,491.383,499.66,484.012,622.264
sp|Q8R1K1|UBAC2_MOUSE,Ubac2,UBAC2_MOUSE Ubiquitin-associated domain-containing protein 2,5518,2,C,178.515,50.1901,208.713,103.242,251.023,214.413,137.799,247.102,178.557,195.341,352.908
sp|Q8R1L4|ERD23_MOUSE,Kdelr3,ERD23_MOUSE ER lumen protein-retaining receptor 3,6040,2,C,510.233,327.004,450.821,333.346,390.709,378.044,379.152,490.657,479.319,494.664,433.634
sp|Q8R1M0|HMCES_MOUSE,Hmces,HMCES_MOUSE Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,5651,3,C,650.455,678.633,527.389,534.613,585.124,580.651,692.592,633.993,589.662,600.711,480.217
sp|Q8R1N0|ZN830_MOUSE,Znf830,ZN830_MOUSE Zinc finger protein 830,2269,5,C,800.999,901.801,821.053,875.179,683.654,692.795,578.208,598.203,725.681,760.62,755.121
sp|Q8R1N4|NUDC3_MOUSE,Nudcd3,NUDC3_MOUSE NudC domain-containing protein 3,1807,8,C,2011.92,2098.68,1803.77,1876,1708.86,1675.53,1998.38,1750.96,1700.57,1609.78,1425.44
sp|Q8R1Q8|DC1L1_MOUSE,Dync1li1,DC1L1_MOUSE Cytoplasmic dynein 1 light intermediate chain 1,2760,21,C,3188.85,3708.9,3300.24,3711.29,4421.74,4569.46,4559.17,3761.1,2943.91,2690.26,3439.17
sp|Q8R1R3|STAR7_MOUSE,Stard7,"STAR7_MOUSE StAR-related lipid transfer protein 7, mitochondrial",5553,1,C,64.269,87.3655,57.1716,95.265,72.8141,89.662,64.4378,50.6918,91.4166,79.2047,54.7513
sp|Q8R1S0|COQ6_MOUSE,Coq6,COQ6_MOUSE Ubiquinone biosynthesis monooxygenase COQ6,5669,3,C,254.208,260.845,265.858,281.601,295.163,310.072,249.673,230.786,333.737,299.947,225.827
sp|Q8R1S4|MTSS1_MOUSE,Mtss1,MTSS1_MOUSE Metastasis suppressor protein 1,4920,7,C,1567.26,1694.22,1346.02,1432.21,1101.91,1091.87,1007.8,1004.17,941.421,874.388,1208.99
sp|Q8R1T1|CHMP7_MOUSE,Chmp7,CHMP7_MOUSE Charged multivesicular body protein 7,4590,1,C,60.8257,57.7257,65.6,53.7835,55.4281,38.1427,52.7477,68.6442,32.3934,31.9342,73.5518
sp|Q8R1U1|COG4_MOUSE,Cog4,COG4_MOUSE Conserved oligomeric Golgi complex subunit 4,635,19,C,2644.93,2680.65,2596.71,2654.8,2279.64,2229.93,2220.85,2199.4,2291.27,2253.96,2610.41
sp|Q8R1U2|CGRE1_MOUSE,Cgref1,CGRE1_MOUSE Cell growth regulator with EF hand domain protein 1,5477,3,C,63.3229,49.2235,44.4274,52.7,242.24,207.652,247.319,244.399,175.647,175.531,132.107
sp|Q8R1V4|TMED4_MOUSE,Tmed4,TMED4_MOUSE Transmembrane emp24 domain-containing protein 4,2817,9,C,2045.46,1369.36,2009.34,1630.91,2173.85,2024.4,1662.6,2153.06,1807.91,1886.8,2797.19
sp|Q8R1X6|SPG20_MOUSE,Spg20,SPG20_MOUSE Spartin,853,13,C,1329.33,1576.35,1202.69,1390.66,1610.17,1733.55,1909.93,1614.59,1695.51,1603.81,1378.58
sp|Q8R1Z9|RN121_MOUSE,Rnf121,RN121_MOUSE RING finger protein 121,5993,1,C,61.315,37.2939,61.4762,48.1762,48.8177,55.7836,53.5518,74.1761,49.0735,69.4815,95.987
sp|Q8R2H9|PHOP1_MOUSE,Phospho1,PHOP1_MOUSE Phosphoethanolamine/phosphocholine phosphatase,349,3,C,354.405,437.109,394.817,449.591,232.51,228.587,117.048,121.501,127.602,118.39,218.02
sp|Q8R2K4|TAF6L_MOUSE,Taf6l,TAF6L_MOUSE TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L,4376,5,C,156.355,126.589,171.077,146.133,154.62,134.524,126.62,155.337,179.034,176.478,226.992
sp|Q8R2L5|RT18C_MOUSE,Mrps18c,"RT18C_MOUSE 28S ribosomal protein S18c, mitochondrial",3652,1,C,144.335,123.751,163.491,128.899,191.27,170.153,149.745,163.26,152.372,154.051,203.169
sp|Q8R2M2|TDIF2_MOUSE,Dnttip2,TDIF2_MOUSE Deoxynucleotidyltransferase terminal-interacting protein 2,320,13,C,1789.51,1668.74,1912.43,1684,2089.57,1896.94,2223.04,2228.28,1519.75,1580.95,2362.55
sp|Q8R2N0|TAP26_MOUSE,Ccdc59,TAP26_MOUSE Thyroid transcription factor 1-associated protein 26,4942,3,C,335.002,330.227,359.852,323.116,339.874,306.096,353.929,367.554,312.446,287.424,355.4
sp|Q8R2N2|CIR1A_MOUSE,Cirh1a,CIR1A_MOUSE Cirhin,3043,12,C,2530.47,1849.87,2718.38,2194.39,2730.28,2536.42,2625.64,3221.44,2184.07,2128.11,3799.33
sp|Q8R2P1|KLH25_MOUSE,Klhl25,KLH25_MOUSE Kelch-like protein 25,3081,3,C,273.229,312.507,324.079,371.841,227.521,257.917,292.455,258.869,294.031,274.5,323.442
sp|Q8R2Q4|RRF2M_MOUSE,Gfm2,"RRF2M_MOUSE Ribosome-releasing factor 2, mitochondrial",5320,8,C,615.021,701.014,644.186,618.273,822.44,861.653,811.249,803.446,714.636,702.757,850.796
sp|Q8R2Q8|BST2_MOUSE,Bst2,BST2_MOUSE Bone marrow stromal antigen 2,5634,1,C,23.4386,35.2034,20.5684,21.7397,45.6099,41.8198,59.1776,61.2317,31.8057,28.4246,30.6162
sp|Q8R2R1|POMT1_MOUSE,Pomt1,POMT1_MOUSE Protein O-mannosyl-transferase 1,5181,2,C,88.9175,37.7243,91.6667,49.1315,120.299,103.01,78.3402,131.815,177.713,133.209,175.225
sp|Q8R2R3|AAGAB_MOUSE,Aagab,AAGAB_MOUSE Alpha- and gamma-adaptin-binding protein p34,5718,2,C,74.4464,95.1526,82.305,90.3096,85.0399,80.6186,89.1162,88.4142,81.7234,81.2557,69.2444
sp|Q8R2R6|MTG1_MOUSE,Mtg1,MTG1_MOUSE Mitochondrial ribosome-associated GTPase 1,3976,1,C,91.7715,83.5113,82.8298,85.4564,84.4225,91.4402,82.1573,94.8921,108.394,108.958,189.019
sp|Q8R2S9|ARP8_MOUSE,Actr8,ARP8_MOUSE Actin-related protein 8,2172,7,C,1170,1010.89,1122.84,1109,978.44,991.21,1135.49,1260.2,777.881,819.739,1279.66
sp|Q8R2T8|TF3C5_MOUSE,Gtf3c5,TF3C5_MOUSE General transcription factor 3C polypeptide 5,594,10,C,1119.16,1106.59,1192.06,1262.99,1015.73,1070.09,1018.27,1114.84,1014.85,1088.86,1083.59
sp|Q8R2U0|SEH1_MOUSE,Seh1l,SEH1_MOUSE Nucleoporin SEH1,1023,16,C,2554.45,2991.3,2588.54,2918.8,2997.36,3315.91,3329.25,3091.46,2813.6,2653.62,2021.21
sp|Q8R2U4|NTM1A_MOUSE,Ntmt1,NTM1A_MOUSE N-terminal Xaa-Pro-Lys N-methyltransferase 1,5054,1,C,208.426,187.827,196.129,198.745,148.279,124.855,145.358,150.761,117.757,117.52,200.998
sp|Q8R2U6|NUDT4_MOUSE,Nudt4,NUDT4_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 2,78,4,C,262.605,301.306,296.576,309.949,377.329,385.025,398.708,389.094,557.551,526.632,389.451
sp|Q8R2V2|IFFO2_MOUSE,Iffo2,IFFO2_MOUSE Intermediate filament family orphan 2,962,3,C,248.062,252.664,240.484,265.433,113.158,101.715,153.352,147.556,122.173,98.109,88.6845
sp|Q8R2Y0|ABHD6_MOUSE,Abhd6,ABHD6_MOUSE Monoacylglycerol lipase ABHD6,4297,4,C,753.383,475.2,645.405,444.439,514.083,480.328,303.387,432.982,306.903,321.02,495.525
sp|Q8R2Y2|MUC18_MOUSE,Mcam,MUC18_MOUSE Cell surface glycoprotein MUC18,2075,4,C,909.134,854.938,293.581,291.47,367.945,371.461,271.114,275.213,115.413,105.204,89.0543
sp|Q8R2Y8|PTH2_MOUSE,Ptrh2,"PTH2_MOUSE Peptidyl-tRNA hydrolase 2, mitochondrial",2050,7,C,739.404,810.311,797.152,760.045,1011.42,956.629,821.564,879.661,894.775,953.806,1237.37
sp|Q8R307|VPS18_MOUSE,Vps18,VPS18_MOUSE Vacuolar protein sorting-associated protein 18 homolog,3921,12,C,1851.2,1909.01,1797.05,1998.14,2084.98,2015.85,2073.83,2000.86,1577.77,1473.18,2076.05
sp|Q8R313|EXOC6_MOUSE,Exoc6,EXOC6_MOUSE Exocyst complex component 6,3449,4,C,238.509,218.993,252.576,242.541,229.903,231.529,270.202,258.493,330.617,356.115,283.575
sp|Q8R317|UBQL1_MOUSE,Ubqln1,UBQL1_MOUSE Ubiquilin-1,1864,24,C,3105.37,3672.49,3380.36,3732.61,2992.33,2962.8,2878.84,2418.52,3282.74,3186.77,2447.58
sp|Q8R322|GLE1_MOUSE,Gle1,GLE1_MOUSE Nucleoporin GLE1,4184,5,C,618.802,627.208,580.874,628.3,789.92,807.188,780.55,813.457,674.624,642.442,677.494
sp|Q8R323|RFC3_MOUSE,Rfc3,RFC3_MOUSE Replication factor C subunit 3,1567,10,C,954.153,882.63,1024.56,1069.26,1020.92,1092.71,1147.51,1313.7,1324.49,1420.5,1337.12
sp|Q8R326|PSPC1_MOUSE,Pspc1,PSPC1_MOUSE Paraspeckle component 1,941,9,C,1488.1,1717.32,1611.78,1740.72,1673.25,1708.53,1919.13,1522.34,1471.65,1409.8,1772.05
sp|Q8R332|NUPL1_MOUSE,Nupl1,NUPL1_MOUSE Nucleoporin p58/p45,3276,11,C,1177.75,1362.01,1162.3,1235.05,1244.63,1331,1384.1,1266.58,972.192,953.691,1054.94
sp|Q8R344|CCD12_MOUSE,Ccdc12,CCD12_MOUSE Coiled-coil domain-containing protein 12,1419,3,C,340.039,394.865,352.292,398.128,339.248,339.829,343.459,297.603,255.705,248.13,229.741
sp|Q8R349|CDC16_MOUSE,Cdc16,CDC16_MOUSE Cell division cycle protein 16 homolog,1474,16,C,1845.36,2150.78,2110.21,2441.17,1904.49,2044.4,2363.51,2199.44,1672.58,1640.73,1318.4
sp|Q8R361|RFIP5_MOUSE,Rab11fip5,RFIP5_MOUSE Rab11 family-interacting protein 5,3724,6,C,679.858,723.488,525.839,535.754,731.769,710.443,906.244,751.64,700.743,681.773,515.001
sp|Q8R366|IGSF8_MOUSE,Igsf8,IGSF8_MOUSE Immunoglobulin superfamily member 8,1520,2,C,236.264,222.389,239.751,221.032,288.961,284.196,345.847,293.593,247.749,273.96,236.153
sp|Q8R395|COMD5_MOUSE,Commd5,COMD5_MOUSE COMM domain-containing protein 5,5722,2,C,278.586,315.33,250.824,317.975,242.583,231.932,277.149,252.087,242.305,252.321,220.898
sp|Q8R3A2|CDPF1_MOUSE,Cdpf1,CDPF1_MOUSE Cysteine-rich DPF motif domain-containing protein 1,5708,1,C,126.078,171.373,144.567,169.331,157.423,157.484,215.629,150.449,176.339,177.892,196.379
sp|Q8R3B1|PLCD1_MOUSE,Plcd1,"PLCD1_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",1878,13,C,607.877,712.817,599.739,722.467,994.5,1048.07,1601.7,1242.13,1030.81,975.392,823.852
sp|Q8R3B7|BRD8_MOUSE,Brd8,BRD8_MOUSE Bromodomain-containing protein 8,3500,8,C,962.301,1104.97,886.39,998.189,1160.51,1192.04,1106.37,988.973,977.396,926.391,786.851
sp|Q8R3C0|MCMBP_MOUSE,Mcmbp,MCMBP_MOUSE Mini-chromosome maintenance complex-binding protein,2537,19,C,2394.87,2435.5,2665.73,2688.01,2642.46,2709.62,2658.22,2627.39,2648.94,2690.56,2792.02
sp|Q8R3C6|RBM19_MOUSE,Rbm19,RBM19_MOUSE Probable RNA-binding protein 19,1034,20,C,2292.66,2062.97,2302.32,2091.49,2486.75,2352.7,2410.46,2626.88,1771.77,1724.06,2410.68
sp|Q8R3D1|TBC13_MOUSE,Tbc1d13,TBC13_MOUSE TBC1 domain family member 13,3837,4,C,140.454,152.113,152.024,164.323,162.932,154.636,140.232,132.022,137.929,135.841,184.515
sp|Q8R3E3|WIPI1_MOUSE,Wipi1,WIPI1_MOUSE WD repeat domain phosphoinositide-interacting protein 1,1059,9,C,963.484,994.001,1036.81,1106.81,984.404,1081.43,1269.27,1212.77,929.887,852.033,971.007
sp|Q8R3F5|FABD_MOUSE,Mcat,"FABD_MOUSE Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",3780,6,C,636.979,812.848,669.325,656.857,676.978,732.086,589.184,657.266,669.79,775.379,859.072
sp|Q8R3F9|STPAP_MOUSE,Tut1,STPAP_MOUSE Speckle targeted PIP5K1A-regulated poly(A) polymerase,6100,2,C,98.0669,84.0767,97.0302,90.9402,124.845,128.85,121.236,133.257,115.37,127.749,169.667
sp|Q8R3G1|PP1R8_MOUSE,Ppp1r8,PP1R8_MOUSE Nuclear inhibitor of protein phosphatase 1,5045,8,C,793.667,871.785,833.909,852.126,651.532,649.511,786.599,755.615,723.868,753.057,607.299
sp|Q8R3G9|TSN8_MOUSE,Tspan8,TSN8_MOUSE Tetraspanin-8,2752,1,C,34.8981,36.531,25.9328,28.4551,8.32858,13.3062,89.8245,69.5755,295.332,284.68,27.9895
sp|Q8R3H7|HS2ST_MOUSE,Hs2st1,HS2ST_MOUSE Heparan sulfate 2-O-sulfotransferase 1,5321,6,C,1486.18,1492.4,1432.98,1465.82,774.4,795.259,610.143,596.637,820.613,789.567,862.593
sp|Q8R3H9|TTC4_MOUSE,Ttc4,TTC4_MOUSE Tetratricopeptide repeat protein 4,1876,8,C,1309.59,1461.07,1357.29,1502.21,1086.83,1072.38,1204.33,1040.62,949.506,904.626,631.416
sp|Q8R3I3|COG6_MOUSE,Cog6,COG6_MOUSE Conserved oligomeric Golgi complex subunit 6,727,5,C,586.88,567.055,588.344,607.531,488.328,446.6,525.74,514.547,529.047,502.864,556.168
sp|Q8R3J4|MTER1_MOUSE,Mterfd1,"MTER1_MOUSE mTERF domain-containing protein 1, mitochondrial",3537,3,C,350.43,337.793,408.158,399.418,374.619,378.822,340.124,376.317,350.884,362.605,479.221
sp|Q8R3K3|PTCD2_MOUSE,Ptcd2,"PTCD2_MOUSE Pentatricopeptide repeat-containing protein 2, mitochondrial",5304,3,C,549.497,541.356,654.276,563.94,594.05,569.041,481.784,512.063,584.211,573.161,650.945
sp|Q8R3L2|TCF25_MOUSE,Tcf25,TCF25_MOUSE Transcription factor 25,1342,5,C,1169.15,895.098,1239.2,1064.63,736.488,680.755,686.973,746.25,961.901,1012.76,1129.66
sp|Q8R3L8|CDK8_MOUSE,Cdk8,CDK8_MOUSE Cyclin-dependent kinase 8,4487,1,C,43.3444,40.7036,41.5918,43.5032,49.0869,45.2636,47.8404,52.3243,41.5612,34.8169,42.3784
sp|Q8R3N1|NOP14_MOUSE,Nop14,NOP14_MOUSE Nucleolar protein 14,1741,16,C,1768.43,1148.87,1905.52,1570.92,2443.87,2311.95,2079.86,2724.42,1836.03,1862.3,3246.34
sp|Q8R3N6|THOC1_MOUSE,Thoc1,THOC1_MOUSE THO complex subunit 1,339,19,C,1911.52,1997.24,2149.03,2153.11,1939.35,2063.67,1794.07,1758.99,2303.9,2238.36,2176.45
sp|Q8R3P2|DTX2_MOUSE,Dtx2,DTX2_MOUSE Probable E3 ubiquitin-protein ligase DTX2,5461,1,C,9.25954,11.2968,13.5563,12.8013,10.5075,7.55121,12.5912,15.0753,8.83439,10.3249,12.1008
sp|Q8R3P6|VWA9_MOUSE,Vwa9,VWA9_MOUSE von Willebrand factor A domain-containing protein 9,3905,9,C,841.274,835.523,795.008,850.66,852.59,880.078,992.967,903.648,761.391,747.345,754.34
sp|Q8R3P7|CLUA1_MOUSE,Cluap1,CLUA1_MOUSE Clusterin-associated protein 1,3556,1,C,170.881,183.842,196.122,215.251,162.595,165.716,162.891,165.284,209.371,199.286,186.837
sp|Q8R3Q0|SARAF_MOUSE,Tmem66,SARAF_MOUSE Store-operated calcium entry-associated regulatory factor,4645,2,C,483.317,140.781,502.297,241.945,653.084,561.627,363.327,716.065,531.51,553.723,1106.33
sp|Q8R3Q2|PP6R2_MOUSE,Ppp6r2,PP6R2_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 2,5580,2,C,53.802,64.1742,57.1959,68.2974,73.9366,65.965,78.4838,73.1139,100.913,88.4951,60.9061
sp|Q8R3Q6|CCD58_MOUSE,Ccdc58,CCD58_MOUSE Coiled-coil domain-containing protein 58,5810,4,C,494.211,537.783,430.253,434.533,571.803,581.876,553.086,519.855,448.763,431.403,394.207
sp|Q8R3S6|EXOC1_MOUSE,Exoc1,EXOC1_MOUSE Exocyst complex component 1,3304,7,C,876.204,835.091,759.675,751.156,660.318,702.356,702.317,838.423,847.276,923.7,863.331
sp|Q8R3V5|SHLB2_MOUSE,Sh3glb2,SHLB2_MOUSE Endophilin-B2,2622,6,C,759.571,892.363,805.408,854.122,632.517,638.771,719.505,661.092,708.626,681.192,570.054
sp|Q8R3Y8|I2BP1_MOUSE,Irf2bp1,I2BP1_MOUSE Interferon regulatory factor 2-binding protein 1,60,10,C,1460.33,1633.38,1565.95,1943.6,1593.73,1441.38,1436.15,1189.01,1551.5,1403.24,1483.32
sp|Q8R404|QIL1_MOUSE,Qil1,QIL1_MOUSE Protein QIL1,4210,1,C,106.754,146.577,83.791,100.819,87.3045,106.058,101.916,104.498,135.179,119.755,90.952
sp|Q8R409|HEXI1_MOUSE,Hexim1,HEXI1_MOUSE Protein HEXIM1,965,8,C,718.949,902.005,785.158,911.846,710.74,785.984,688.43,531.213,725.315,668.488,587.27
sp|Q8R422|CD109_MOUSE,Cd109,CD109_MOUSE CD109 antigen,855,15,C,3116.83,2889.44,2790.9,2775.09,1215.04,1010.49,1939.87,1721.02,2006.46,2169.75,1104.96
sp|Q8R464|CADM4_MOUSE,Cadm4,CADM4_MOUSE Cell adhesion molecule 4,4452,4,C,1064.07,1107.75,964.756,1088.75,235.602,225.985,73.9826,63.7923,214.131,195.345,85.9345
sp|Q8R480|NUP85_MOUSE,Nup85,NUP85_MOUSE Nuclear pore complex protein Nup85,574,14,C,1559.81,1619.85,1623.99,1796.08,1726.37,1794.41,1918.26,1857.77,1583.75,1465.35,1340.6
sp|Q8R4C2|RUFY2_MOUSE,Rufy2,RUFY2_MOUSE RUN and FYVE domain-containing protein 2,30,5,C,346.625,366.533,384.545,423.135,257.896,270.564,273.483,251.821,318.467,302.799,321.722
sp|Q8R4E9|CDT1_MOUSE,Cdt1,CDT1_MOUSE DNA replication factor Cdt1,4771,1,C,68.8512,63.1924,59.5687,67.6642,65.0065,56.4058,61.4928,63.3795,77.635,84.2813,81.6133
sp|Q8R4H2|ARHGC_MOUSE,Arhgef12,ARHGC_MOUSE Rho guanine nucleotide exchange factor 12,526,21,C,2332.32,2456.46,2287.99,2406.38,2808.74,2900.07,2700.82,2706.93,2311.94,2272.69,2318.98
sp|Q8R4H9|ZNT5_MOUSE,Slc30a5,ZNT5_MOUSE Zinc transporter 5,4316,1,C,93.876,70.1547,95.1507,102.129,123.915,109.068,107.508,131.764,132.882,137.367,150.899
sp|Q8R4K2|IRAK4_MOUSE,Irak4,IRAK4_MOUSE Interleukin-1 receptor-associated kinase 4,4910,3,C,226.74,271.145,239.946,273.982,195.048,192.238,239.146,194.924,229.396,252.746,274.21
sp|Q8R4N0|CLYBL_MOUSE,Clybl,"CLYBL_MOUSE Citrate lyase subunit beta-like protein, mitochondrial",3811,3,C,150.511,169.567,131.991,135.352,301.61,328.048,224.2,213.51,151.984,143.088,181.226
sp|Q8R4R6|NUP53_MOUSE,Nup35,NUP53_MOUSE Nucleoporin NUP53,2380,9,C,473.16,522.792,455.364,509.436,551.831,563.575,630.65,542.285,464.729,479.652,441.499
sp|Q8R4U7|LUZP1_MOUSE,Luzp1,LUZP1_MOUSE Leucine zipper protein 1,1469,22,C,2246.18,2273.68,2386.41,2226.13,1670.82,1641.4,2081.8,2013.68,1964.08,2018.15,1593.76
sp|Q8R4W6|PCOC2_MOUSE,Pcolce2,PCOC2_MOUSE Procollagen C-endopeptidase enhancer 2,6375,1,C,106.834,73.9228,149.982,144.207,69.8234,75.4324,99.5256,117.481,84.9937,92.5961,93.0389
sp|Q8R4X3|RBM12_MOUSE,Rbm12,RBM12_MOUSE RNA-binding protein 12,4835,13,C,3182.74,3777.09,3033.67,3655.28,2891.83,3073.31,3023.59,2443.02,3147.3,2840.06,2268.81
sp|Q8R4Y8|RTTN_MOUSE,Rttn,RTTN_MOUSE Rotatin,5254,4,C,376.518,373.087,396.477,427.716,428.658,456.189,520.547,533,458.832,418.596,278.74
sp|Q8R502|LRC8C_MOUSE,Lrrc8c,LRC8C_MOUSE Leucine-rich repeat-containing protein 8C,4345,5,C,653.743,435.826,649.497,580.592,439.725,454.029,365.346,518.371,431.085,470.4,531.861
sp|Q8R527|RHOQ_MOUSE,Rhoq,RHOQ_MOUSE Rho-related GTP-binding protein RhoQ,2226,1,C,66.5799,63.0601,47.1025,52.5925,45.183,43.8123,42.1237,32.7916,35.0774,36.5955,42.8105
sp|Q8R550|SH3K1_MOUSE,Sh3kbp1,SH3K1_MOUSE SH3 domain-containing kinase-binding protein 1,2992,24,C,2809.77,2824.69,3245.64,3066.29,4002.19,3857.97,4104.12,3837.41,4755.96,4628.12,3807.38
sp|Q8R570|SNP47_MOUSE,Snap47,SNP47_MOUSE Synaptosomal-associated protein 47,2443,11,C,1630.32,1671.44,1708.59,1746.95,1496.12,1540.23,1541.75,1398.24,1705.77,1673.12,1397.64
sp|Q8R574|KPRB_MOUSE,Prpsap2,KPRB_MOUSE Phosphoribosyl pyrophosphate synthase-associated protein 2,1302,7,C,1159.92,1064.48,1155.4,1120.69,1082.23,1084.49,1195.28,1356.21,1254.96,1274.67,1726.83
sp|Q8R5A0|SMYD2_MOUSE,Smyd2,SMYD2_MOUSE N-lysine methyltransferase SMYD2,3789,3,C,518.492,483.385,529.174,535.016,358.955,374.511,439.868,462.068,436.918,468.127,557.961
sp|Q8R5A3|AB1IP_MOUSE,Apbb1ip,AB1IP_MOUSE Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,1920,14,C,1285.95,1428.55,1088.92,1094.5,2653.25,2515.68,4747.69,4700.92,2516.02,2538.59,2503.43
sp|Q8R5A6|TB22A_MOUSE,Tbc1d22a,TB22A_MOUSE TBC1 domain family member 22A,5611,2,C,131.441,125.235,127.3,141.565,133.832,116.675,119.352,112.149,127.601,128.31,125.055
sp|Q8R5C5|ACTY_MOUSE,Actr1b,ACTY_MOUSE Beta-centractin,1251,8,C,1226.18,1516.19,1101.12,1402.93,1107.33,1128.25,1139.31,1074.81,1015.95,1205.74,1185.75
sp|Q8R5C8|ZMY11_MOUSE,Zmynd11,ZMY11_MOUSE Zinc finger MYND domain-containing protein 11,2509,5,C,583.037,510.853,634.702,562.652,718.694,736.572,662.504,702.979,768.302,764.181,697.545
sp|Q8R5F3|OARD1_MOUSE,Oard1,OARD1_MOUSE O-acetyl-ADP-ribose deacetylase 1,4695,2,C,550.435,572.529,498.478,548.751,389.088,403.394,491.24,462.907,409.723,382.98,379.787
sp|Q8R5F8|ES8L1_MOUSE,Eps8l1,ES8L1_MOUSE Epidermal growth factor receptor kinase substrate 8-like protein 1,5831,1,C,138.53,100.415,130.378,135.877,162.112,130.853,115.445,95.3017,109.517,63.5302,99.2195
sp|Q8R5H1|UBP15_MOUSE,Usp15,UBP15_MOUSE Ubiquitin carboxyl-terminal hydrolase 15,758,29,C,5055.74,5938.71,3810.96,4152.22,2807.99,2842.16,3086.58,2532.3,3431.73,3084.54,3123.09
sp|Q8R5H6|WASF1_MOUSE,Wasf1,WASF1_MOUSE Wiskott-Aldrich syndrome protein family member 1,5258,1,C,64.815,62.6158,73.4866,70.9105,76.548,73.3926,77.1513,74.1782,78.1133,78.7304,82.7579
sp|Q8R5J9|PRAF3_MOUSE,Arl6ip5,PRAF3_MOUSE PRA1 family protein 3,2665,4,C,936.96,381.707,684.461,504.793,589.237,569.709,416.509,617.575,853.93,866.564,806.354
sp|Q8R5K2|UBP33_MOUSE,Usp33,UBP33_MOUSE Ubiquitin carboxyl-terminal hydrolase 33,971,2,C,158.667,139.776,159.047,150.102,177.971,167.473,163.437,197.769,142.454,135.033,197.814
sp|Q8R5K4|NOL6_MOUSE,Nol6,NOL6_MOUSE Nucleolar protein 6,3071,12,C,1394.11,1419.77,1422.2,1442.28,1539.65,1537.84,1523.38,1599.17,1306.81,1341.1,1630.32
sp|Q8R5L3|VPS39_MOUSE,Vps39,VPS39_MOUSE Vam6/Vps39-like protein,1383,8,C,1288.54,1270.74,1236.36,1250.86,1338.75,1292.24,1356.57,1361.48,1118.59,1089.19,1689.73
